Player,Age,Team,Position,GP,CF,CA,CF%,CF rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%
Andrew Cogliano,33,DAL,LW/C,54,588,535,52.4,-0.3,429,391,52.3,0.1,5.5,90.1,95.7,41.0,59.0,13:56,12:18,12,10,4.9,156,56.4
Ian Cole,31,TOT,D,54,555,759,42.2,-5.2,444,548,44.8,-3.3,14.6,93.0,107.5,32.5,67.5,15:53,14:25,10,24,0.6,,
Blake Coleman,29,TBL,C,55,647,527,55.1,4.1,513,403,56.0,5.3,10.2,91.7,101.8,49.2,50.8,15:28,12:49,25,19,6.4,183,66.7
Ross Colton,24,TBL,C,30,244,231,51.4,-2.4,181,173,51.1,-1.9,11.5,92.1,103.6,57.0,43.0,10:34,9:49,5,4,-0.9,74,62.2
Blake Comeau,34,DAL,RW,51,609,583,51.1,-2.4,441,426,50.9,-2.1,5.7,88.8,94.5,35.6,64.4,15:44,13:57,21,17,4.8,134,56.7
J.T. Compher,25,COL,LW,48,469,400,54.0,-4.9,352,298,54.2,-3.7,10.8,91.0,101.8,41.2,58.8,14:13,10:37,16,10,6.4,88,53.4
Max Comtois,22,ANA,LW,55,669,655,50.5,2.4,502,491,50.6,3.4,9.9,91.9,101.8,61.0,39.0,15:27,13:38,20,39,0.8,181,51.9
Kevin Connauton,30,FLA,D,7,78,85,47.9,-3.7,57,66,46.3,-5.5,15.2,94.2,109.4,34.5,65.5,14:13,13:47,0,5,0.9,12,41.7
Brett Connolly,28,TOT,RW,31,284,263,51.9,1.7,215,203,51.4,1.7,7.7,92.9,100.6,44.0,56.0,12:09,11:19,7,8,0.3,,
Kyle Connor,24,WPG,LW,56,782,753,50.9,3.6,568,568,50.0,2.4,11.5,87.8,99.4,57.5,42.5,18:44,15:35,37,32,-2.9,302,55.0
Andrew Copp,26,WPG,C,55,643,702,47.8,-1.0,487,530,47.9,-0.8,9.4,91.2,100.7,46.3,53.7,18:15,13:55,22,25,-10.8,177,65.0
Nick Cousins,27,NSH,C,52,518,505,50.6,1.5,384,387,49.8,-0.6,9.0,92.5,101.6,46.4,53.6,13:22,11:43,8,15,2.6,96,62.5
Logan Couture,31,SJS,C,53,724,763,48.7,1.1,536,591,47.6,-1.3,10.6,88.3,98.8,40.9,59.1,19:16,14:43,27,16,2.0,196,58.2
Sean Couturier,28,PHI,C,45,689,465,59.7,8.1,516,358,59.0,8.4,11.0,84.7,95.7,52.0,48.0,19:20,14:40,21,14,3.9,206,58.3
Charlie Coyle,28,BOS,C/RW,51,545,570,48.9,-6.7,425,431,49.6,-7.1,6.2,90.8,97.0,51.3,48.8,16:17,13:03,28,19,-6.7,127,62.2
Dylan Cozens,19,BUF,C,41,431,510,45.8,-1.0,324,413,44.0,-3.2,8.3,89.4,97.6,46.3,53.7,14:21,12:35,13,20,-6.4,102,60.8
Joseph Cramarossa,28,MIN,C,4,25,49,33.8,-4.0,22,32,40.7,6.1,5.9,92.0,97.9,34.6,65.4,10:46,10:42,0,2,-0.7,3,100.0
Sidney Crosby,33,PIT,C,55,843,775,52.1,2.3,640,608,51.3,1.0,11.4,90.7,102.1,62.1,37.9,20:23,17:11,51,54,3.5,251,63.3
Lawson Crouse,23,ARI,LW,51,465,604,43.5,-6.9,352,440,44.4,-5.5,7.3,91.8,99.0,39.1,60.9,14:18,11:58,21,11,-8.4,135,51.9
Josh Currie,28,PIT,RW,1,3,6,33.3,-9.7,0,6,0.0,-47.2,,100.0,,100.0,0.0,7:24,5:05,0,0,-0.4,2,0.0
Austin Czarnik,28,NYI,C,4,31,33,48.4,-3.0,25,27,48.1,-3.3,0.0,95.2,95.2,34.8,65.2,12:30,10:21,1,1,-0.5,4,50.0
Kevin Czuczman,30,PIT,D,2,6,20,23.1,-40.3,4,14,22.2,-42.0,0.0,75.0,75.0,37.5,62.5,11:39,10:18,0,1,-1.3,4,50.0
Kirby Dach,20,CHI,C,18,210,246,46.1,-1.4,150,176,46.0,0.0,12.9,87.3,100.2,45.4,54.6,18:34,13:54,18,4,-3.9,50,52.0
Evgenii Dadonov,31,OTT,RW,55,656,612,51.7,4.4,492,455,52.0,4.3,8.2,89.6,97.8,50.2,49.8,15:35,12:36,17,25,-2.1,163,54.6
Rasmus Dahlin,20,BUF,D,56,867,894,49.2,3.8,681,726,48.4,3.1,5.8,88.3,94.1,57.9,42.1,21:36,18:29,13,36,-0.7,210,54.8
Michael Dal Colle,24,NYI,LW,26,261,245,51.6,3.8,197,181,52.1,3.0,7.1,92.7,99.8,55.9,44.1,11:54,11:44,4,5,4.4,41,46.3
Zac Dalpe,31,CBJ,RW,12,91,117,43.8,-4.2,64,83,43.5,-3.7,6.1,91.7,97.8,36.0,64.0,10:37,9:40,5,2,-1.4,31,71.0
Phillip Danault,27,MTL,C,53,798,601,57.0,3.8,576,445,56.4,4.1,9.0,89.9,98.9,42.1,57.9,16:52,14:11,14,31,9.0,140,52.1
Brandon Davidson,29,BUF,D,6,66,60,52.4,5.3,53,53,50.0,3.0,0.0,90.0,90.0,45.6,54.4,15:20,14:02,4,0,-1.1,11,63.6
Jeremy Davies,24,NSH,D,16,178,189,48.5,1.1,135,149,47.5,-1.8,12.1,92.6,104.7,51.4,48.6,15:02,14:18,3,9,-1.5,35,54.3
Calvin de Haan,29,CHI,D,44,596,592,50.2,4.3,437,437,50.0,5.0,6.9,87.7,94.5,47.2,52.8,18:37,16:30,15,36,-0.7,132,43.9
Jacob de La Rose,25,STL,LW,13,93,97,48.9,-1.8,70,73,49.0,-1.0,3.9,92.5,96.4,33.3,66.7,10:12,9:02,6,1,0.3,18,72.2
Chase De Leo,25,ANA,C,1,16,14,53.3,12.2,13,13,50.0,6.6,0.0,80.0,80.0,66.7,33.3,13:26,13:20,1,0,-0.2,3,33.3
Jean-Sebastien Dea,26,BUF,C,1,3,4,42.9,-0.6,3,3,50.0,7.4,0.0,66.7,66.7,50.0,50.0,5:33,5:33,0,0,-0.2,2,100.0
Anthony DeAngelo,25,NYR,D,6,75,65,53.6,5.7,62,55,53.0,4.5,8.3,77.3,85.6,70.0,30.0,18:29,15:03,1,3,-0.7,22,59.1
Alex DeBrincat,23,CHI,RW,52,714,819,46.6,0.8,527,626,45.7,0.7,12.9,90.4,103.3,52.8,47.2,20:31,16:10,31,43,-6.2,268,57.8
Jake DeBrusk,24,BOS,LW,41,486,460,51.4,-3.7,392,343,53.3,-2.5,5.4,94.5,99.9,57.8,42.2,14:54,12:46,24,10,1.3,127,72.4
Danny DeKeyser,30,DET,D,47,554,717,43.6,-2.4,429,532,44.6,-0.7,11.2,92.4,103.7,45.1,54.9,18:06,16:05,1,20,-1.8,92,46.7
Michael Del Zotto,30,CBJ,D,53,734,806,47.7,1.6,556,615,47.5,0.9,10.0,92.2,102.1,51.7,48.3,17:53,16:20,9,28,-5.6,126,61.1
Ty Dellandrea,20,DAL,C,26,234,237,49.7,-1.6,168,181,48.1,-2.9,7.9,92.9,100.8,41.6,58.4,12:29,10:40,4,6,-1.3,59,52.5
Dylan DeMelo,27,WPG,D,52,600,629,48.8,0.7,460,471,49.4,1.3,10.1,92.5,102.5,49.8,50.2,16:58,14:20,9,48,2.1,89,49.4
Jason Demers,32,ARI,D,41,559,567,49.6,0.5,412,436,48.6,-1.1,7.1,92.0,99.1,44.0,56.0,17:14,15:32,10,14,-6.2,95,46.3
Grigori Denisenko,20,FLA,LW,7,65,50,56.5,2.0,53,36,59.6,4.0,16.2,83.9,100.1,65.9,34.1,11:56,11:45,3,0,0.7,11,54.5
Travis Dermott,24,TOR,D,51,540,525,50.7,-1.1,410,410,50.0,-3.1,7.2,92.2,99.4,55.5,44.5,13:13,12:45,4,27,7.0,81,44.4
Nicolas Deslauriers,29,ANA,LW,49,403,503,44.5,-6.0,299,369,44.8,-4.7,8.9,89.7,98.6,35.0,65.0,11:19,11:07,4,5,-5.8,126,51.6
Phillip Di Giuseppe,27,NYR,LW,31,274,272,50.2,3.9,198,197,50.1,3.4,7.3,93.8,101.2,47.6,52.4,11:06,10:46,13,7,-1.0,69,63.8
Jason Dickinson,25,DAL,C,51,671,542,55.3,2.2,479,411,53.8,0.8,7.0,90.7,97.7,44.1,55.9,16:12,14:21,28,17,7.2,126,52.4
Brenden Dillon,30,WSH,D,56,812,825,49.6,-1.0,615,630,49.4,-0.8,12.2,90.8,103.1,53.3,46.7,18:57,17:04,13,27,0.6,138,37.0
Christian Djoos,26,DET,D,36,360,392,47.9,1.3,283,298,48.7,2.5,6.1,89.8,95.9,68.9,31.1,15:05,12:32,5,21,-2.7,77,50.6
Noah Dobson,21,NYI,D,46,556,564,49.6,0.7,410,415,49.7,-0.4,7.2,92.5,99.7,58.6,41.4,16:24,14:23,13,23,1.6,143,49.0
Max Domi,25,CBJ,LW,54,598,688,46.5,0.1,462,532,46.5,-0.7,7.4,88.8,96.2,54.4,45.6,15:13,13:37,18,41,-6.6,153,64.7
Ryan Donato,24,SJS,C,50,460,507,47.6,-0.7,360,377,48.8,0.4,6.7,90.7,97.5,53.7,46.3,12:36,10:52,27,11,-1.0,171,60.8
Joonas Donskoi,28,COL,RW,51,561,448,55.6,-4.3,417,321,56.5,-2.4,10.2,92.1,102.2,53.2,46.8,14:32,11:06,18,10,9.6,149,57.7
Drew Doughty,31,LAK,D,56,979,954,50.6,4.9,750,723,50.9,5.1,7.6,89.2,96.8,50.1,49.9,26:23,20:57,8,40,0.5,235,43.0
Nic Dowd,30,WSH,C,56,516,602,46.2,-5.3,392,449,46.6,-4.2,9.3,93.0,102.3,15.7,84.3,14:22,11:56,38,15,-0.5,110,61.8
Justin Dowling,30,DAL,C,27,222,184,54.7,2.5,168,148,53.2,0.8,6.7,89.6,96.2,55.7,44.3,11:04,9:46,6,6,1.9,55,49.1
Leon Draisaitl,25,EDM,C,56,916,865,51.4,4.2,700,654,51.7,4.4,12.9,92.1,105.0,54.7,45.3,22:11,17:18,56,71,0.1,302,55.6
Sheldon Dries,26,COL,C,3,24,20,54.5,0.6,13,14,48.1,-5.5,10.0,100.0,110.0,57.1,42.9,7:49,7:32,1,0,0.2,5,20.0
Jonathan Drouin,25,MTL,LW,44,586,508,53.6,-1.3,433,384,53.0,-1.4,8.5,87.9,96.4,58.8,41.2,16:05,13:45,17,23,2.2,121,62.8
Jamie Drysdale,18,ANA,D,24,302,414,42.2,-10.5,230,329,41.1,-9.1,9.5,89.5,99.0,51.3,48.7,19:35,16:51,6,19,-6.8,69,40.6
Dillon Dube,22,CGY,C,51,564,518,52.1,-0.5,432,402,51.8,-0.3,9.4,90.8,100.3,48.2,51.8,13:38,12:16,15,32,3.6,156,53.8
Pierre-Luc Dubois,22,TOT,LW,46,533,521,50.6,3.9,405,380,51.6,5.1,7.6,88.3,95.8,63.1,36.9,15:02,13:28,18,10,-1.4,,
Matt Duchene,30,NSH,C,34,476,410,53.7,4.0,371,313,54.2,3.6,7.7,86.8,94.6,61.9,38.1,15:50,13:27,13,15,2.5,126,57.9
Anthony Duclair,25,FLA,LW,43,578,438,56.9,3.3,449,348,56.3,2.2,12.9,92.9,105.8,54.6,45.4,15:41,13:41,11,15,12.3,167,62.3
Mathew Dumba,26,MIN,D,51,775,812,48.8,3.2,594,599,49.8,3.2,10.9,89.4,100.4,46.6,53.4,22:17,18:22,11,32,-0.1,186,47.8
Brian Dumoulin,29,PIT,D,41,667,677,49.6,-1.3,511,540,48.6,-2.9,10.8,93.0,103.9,52.8,47.2,22:21,19:28,24,18,-0.7,104,48.1
Vince Dunn,24,STL,D,43,629,606,50.9,2.6,434,452,49.0,0.4,7.6,90.6,98.1,58.1,41.9,19:15,17:28,10,26,-1.7,164,44.5
Joshua Dunne,22,CBJ,C,6,45,50,47.4,4.8,33,31,51.6,10.2,0.0,95.2,95.2,34.8,65.2,10:23,10:18,1,0,1.9,10,70.0
Christian Dvorak,24,ARI,C,56,616,724,46.0,-3.6,465,533,46.6,-2.7,9.8,89.0,98.9,46.3,53.7,18:24,13:37,19,18,-4.6,154,61.7
Ryan Dzingel,28,TOT,C,40,363,379,48.9,0.0,257,286,47.3,-1.4,6.0,91.9,97.9,36.8,63.2,12:42,10:57,8,9,-1.6,,
Cody Eakin,29,BUF,C,46,335,509,39.7,-8.8,267,399,40.1,-8.1,7.1,90.9,98.1,36.7,63.3,12:56,11:15,16,14,-8.7,59,66.1
Jordan Eberle,30,NYI,RW,55,800,617,56.5,10.9,623,452,58.0,12.0,8.7,90.1,98.9,60.2,39.8,16:45,14:24,15,15,15.9,203,63.1
Alexander Edler,34,VAN,D,52,722,904,44.4,-3.0,581,661,46.8,0.4,8.4,89.7,98.1,32.2,67.8,20:54,17:10,13,26,-3.3,177,55.9
Joel Edmundson,27,MTL,D,55,951,787,54.7,0.8,687,588,53.9,1.0,10.0,93.6,103.6,47.5,52.5,20:03,17:35,6,69,8.1,180,42.8
Nikolaj Ehlers,24,WPG,LW,47,681,613,52.6,6.5,491,463,51.5,5.0,10.6,92.5,103.1,57.0,43.0,16:55,15:11,18,19,-0.7,253,58.5
Jack Eichel,24,BUF,C,21,318,252,55.8,8.3,253,193,56.7,10.0,6.4,86.7,93.1,61.1,38.9,20:30,16:60,4,11,1.9,107,57.0
Aaron Ekblad,24,FLA,D,35,571,488,53.9,2.6,443,376,54.1,2.9,9.5,90.4,99.9,51.0,49.0,25:05,18:42,11,22,9.3,193,52.3
Mattias Ekholm,30,NSH,D,48,826,778,51.5,3.5,661,608,52.1,3.3,10.2,93.3,103.6,48.5,51.5,22:52,18:40,17,32,-0.8,227,48.5
Oliver Ekman-Larsson,29,ARI,D,46,644,692,48.2,0.2,482,554,46.5,-2.5,8.0,89.1,97.1,46.3,53.7,20:58,16:49,12,25,-7.7,175,47.4
Lars Eller,31,WSH,C,44,583,481,54.8,4.7,438,376,53.8,4.2,9.1,88.9,98.0,57.1,42.9,16:20,13:29,19,20,5.4,134,51.5
Ryan Ellis,30,NSH,D,35,617,565,52.2,2.5,467,433,51.9,0.8,9.1,90.4,99.4,57.6,42.4,23:46,19:03,7,22,-0.8,145,51.7
Pierre Engvall,24,TOR,LW,42,418,417,50.1,-0.3,330,313,51.3,-0.3,7.8,92.2,100.1,36.7,63.3,11:56,11:18,6,19,3.2,103,59.2
Tyler Ennis,31,EDM,C,30,262,311,45.7,-5.1,196,233,45.7,-5.2,8.5,92.9,101.4,47.2,52.8,12:08,11:48,10,9,-1.6,59,64.4
Mackenzie Entwistle,21,CHI,RW,5,28,62,31.1,-11.9,21,51,29.2,-14.5,10.5,97.6,108.1,46.4,53.6,9:49,9:49,1,0,-2.1,8,75.0
Loui Eriksson,35,VAN,LW,7,36,68,34.6,-17.6,28,56,33.3,-19.2,4.2,87.9,92.0,33.3,66.7,9:35,8:32,6,0,-2.2,7,71.4
Joel Eriksson Ek,24,MIN,C,56,656,711,48.0,2.3,510,521,49.5,2.9,11.5,92.0,103.5,43.1,56.9,17:03,14:08,21,10,6.1,170,70.6
Adam Erne,25,DET,LW,45,423,502,45.7,1.0,331,377,46.8,1.9,8.2,93.0,101.3,39.9,60.1,13:55,12:20,10,6,-0.5,105,67.6
Jake Evans,24,MTL,C/RW,47,407,370,52.4,-3.5,301,276,52.2,-2.5,7.3,91.9,99.2,49.0,51.0,11:50,9:54,12,16,1.7,91,60.4
Robby Fabbri,25,DET,C,30,333,404,45.2,-0.6,265,306,46.4,0.8,12.4,90.9,103.3,50.6,49.4,17:16,14:50,3,16,-0.4,96,60.4
Dante Fabbro,22,NSH,D,40,595,600,49.8,-1.7,482,446,51.9,0.9,6.5,92.8,99.2,53.1,46.9,19:19,17:29,8,26,-1.2,101,58.4
Radek Faksa,27,DAL,C,55,601,688,46.6,-8.8,429,510,45.7,-9.6,6.4,91.0,97.4,35.6,64.4,17:26,13:50,18,21,-3.5,144,65.3
Joel Farabee,20,PHI,LW,55,602,574,51.2,-1.4,460,443,50.9,-0.9,11.2,89.1,100.3,54.4,45.6,16:01,12:31,27,20,3.3,189,64.6
David Farrance,21,NSH,D,2,20,33,37.7,-17.3,18,25,41.9,-17.2,14.3,100.0,114.3,46.7,53.3,18:08,15:15,0,0,0.1,4,75.0
Hudson Fasching,25,ARI,RW,5,35,41,46.1,-0.7,31,32,49.2,0.2,0.0,87.0,87.0,36.4,63.6,9:28,9:20,0,1,0.0,9,77.8
Jesper Fast,29,CAR,RW,46,510,471,52.0,-2.1,377,365,50.8,-3.2,7.2,90.2,97.4,46.8,53.2,15:18,12:57,5,11,-2.0,69,55.1
Justin Faulk,28,STL,D,56,928,984,48.5,0.5,699,742,48.5,0.9,11.4,90.4,101.9,47.0,53.0,24:16,20:41,24,35,-5.3,223,52.5
Mario Ferraro,22,SJS,D,56,882,1016,46.5,-2.3,662,763,46.5,-3.0,10.3,89.7,100.0,42.7,57.3,22:26,18:31,30,20,-0.6,106,54.7
Kevin Fiala,24,MIN,LW,50,621,603,50.7,5.4,465,460,50.3,3.6,10.8,89.6,100.4,50.6,49.4,16:54,13:27,41,45,1.7,290,55.9
Valtteri Filppula,36,DET,C,38,339,456,42.6,-4.1,270,338,44.4,-1.8,12.0,88.9,100.9,46.3,53.7,15:36,13:46,7,10,-1.2,41,61.0
Christian Fischer,23,ARI,RW,52,412,526,43.9,-6.0,320,388,45.2,-4.4,8.7,90.2,98.9,37.3,62.7,12:45,10:33,7,11,-9.0,85,55.3
Haydn Fleury,24,TOT,D,47,581,533,52.2,-1.2,428,409,51.1,-1.7,5.4,90.3,95.8,49.6,50.4,15:24,14:06,7,27,-0.5,,
Warren Foegele,24,CAR,LW,53,648,576,52.9,-1.0,485,454,51.7,-2.1,7.5,93.2,100.7,44.7,55.3,14:09,13:00,16,28,1.9,155,58.7
Steven Fogarty,27,BUF,C,9,46,90,33.8,-12.8,37,69,34.9,-9.8,14.3,94.4,108.7,27.3,72.7,11:44,11:30,5,0,-2.4,8,62.5
Marcus Foligno,29,MIN,LW,39,367,435,45.8,-3.1,288,322,47.2,-2.8,16.6,91.9,108.5,43.0,57.0,14:58,13:11,15,14,5.2,62,64.5
Nick Foligno,33,TOT,LW,49,540,619,46.6,-0.1,422,457,48.0,0.7,7.9,91.4,99.3,43.0,57.0,17:46,14:08,13,21,-2.9,,
Callan Foote,22,TBL,D,35,331,339,49.4,-2.7,261,253,50.8,-1.3,10.0,93.3,103.3,58.9,41.1,12:53,12:23,1,5,0.4,78,51.3
Nolan Foote,20,NJD,LW,6,45,47,48.9,3.3,36,33,52.2,5.9,14.8,78.3,93.1,71.4,28.6,9:41,9:38,1,2,-0.4,6,83.3
Derek Forbort,28,WPG,D,56,796,864,48.0,-0.7,579,630,47.9,-0.7,9.8,89.7,99.5,52.0,48.0,20:45,17:52,19,54,-5.5,174,38.5
Alex Formenton,21,OTT,LW,20,146,201,42.1,-5.1,108,148,42.2,-5.1,15.1,93.7,108.8,37.4,62.6,11:60,10:01,11,6,-2.9,39,69.2
Filip Forsberg,26,NSH,C,39,596,520,53.4,2.0,467,390,54.5,2.4,6.6,90.1,96.7,58.4,41.6,18:17,15:19,22,21,-0.1,213,60.6
Gustav Forsling,24,FLA,D,43,693,617,52.9,-1.8,547,463,54.2,-0.4,9.3,93.3,102.6,41.5,58.5,19:57,16:57,19,26,9.3,165,57.0
Liam Foudy,20,CBJ,C,24,225,270,45.5,-1.5,167,210,44.3,-3.0,8.1,94.0,102.1,50.0,50.0,12:36,12:01,6,5,-3.9,63,63.5
Cam Fowler,29,ANA,D,56,886,834,51.5,3.9,627,641,49.4,2.0,11.1,89.6,100.7,54.2,45.8,21:46,17:60,21,28,-2.9,181,41.4
Adam Fox,22,NYR,D,55,845,865,49.4,4.3,644,649,49.8,3.9,10.7,91.9,102.6,49.4,50.6,24:42,18:23,38,36,4.0,181,56.4
Trent Frederic,22,BOS,C,42,341,381,47.2,-7.6,264,275,49.0,-6.4,4.4,91.4,95.8,41.8,58.2,11:15,10:42,9,7,-3.6,75,58.7
Mark Friedman,25,TOT,D,9,75,92,44.9,-1.4,58,70,45.3,-0.3,15.6,88.2,103.8,57.6,42.4,11:03,10:53,0,2,-1.5,,
Martin Frk,27,LAK,RW,1,2,7,22.2,-30.2,1,5,16.7,-34.2,0.0,75.0,75.0,100.0,0.0,9:21,8:48,0,0,-0.5,1,0.0
Byron Froese,29,CGY,C,6,17,47,26.6,-22.6,10,32,23.8,-24.5,20.0,96.7,116.7,21.1,78.9,8:18,6:59,2,0,-1.7,3,66.7
Michael Frolik,32,MTL,LW,8,86,68,55.8,-3.7,61,50,55.0,-4.9,0.0,91.7,91.7,58.8,41.2,11:27,11:12,2,1,0.2,25,56.0
Morgan Frost,21,PHI,C,2,20,14,58.8,15.8,10,11,47.6,2.2,0.0,100.0,100.0,73.3,26.7,10:14,9:23,0,1,-0.6,2,0.0
Kurtis Gabriel,27,SJS,RW,11,62,88,41.3,-7.3,53,47,53.0,4.9,9.4,94.1,103.5,23.3,76.7,7:40,7:33,1,0,0.8,11,36.4
Jonah Gadjovich,22,VAN,LW,1,1,8,11.1,-31.6,1,5,16.7,-28.5,,66.7,,50.0,50.0,4:55,4:51,0,0,-0.3,0,
Sam Gagner,31,DET,C,42,387,412,48.4,3.5,310,324,48.9,3.7,9.1,90.9,100.0,46.6,53.4,15:26,12:09,7,8,-2.9,132,66.7
Alex Galchenyuk,26,TOT,C,34,352,362,49.3,-3.9,276,274,50.2,-4.3,9.2,86.6,95.8,51.5,48.5,12:42,11:40,6,16,4.0,,
Brendan Gallagher,28,MTL,RW,35,518,352,59.5,5.3,385,258,59.9,6.6,10.8,89.4,100.2,47.8,52.2,15:01,12:59,7,9,8.1,177,59.9
Dylan Gambrell,24,SJS,C,49,540,657,45.1,-4.5,409,476,46.2,-3.5,7.7,88.2,95.9,43.2,56.8,16:02,13:39,9,13,-4.8,97,49.5
Jake Gardiner,30,CAR,D,26,332,301,52.4,-0.9,244,228,51.7,-1.4,8.3,91.6,99.9,55.6,44.4,16:03,14:12,5,13,-0.4,62,37.1
Rhett Gardner,24,DAL,C/LW,28,200,230,46.5,-5.9,147,176,45.5,-7.1,5.9,87.5,93.4,45.0,55.0,9:58,9:39,5,4,-2.9,52,44.2
Conor Garland,24,ARI,RW,49,691,631,52.3,5.5,532,501,51.5,4.8,10.0,88.8,98.9,63.1,36.9,17:55,15:01,34,19,3.5,241,56.0
Adam Gaudette,24,TOT,C,40,359,414,46.4,0.4,265,301,46.8,0.7,5.6,90.2,95.8,55.3,44.7,11:07,10:05,9,6,-3.1,,
Frederick Gaudreau,27,PIT,C,19,187,166,53.0,3.8,150,135,52.6,3.7,13.3,93.6,106.9,25.8,74.2,13:04,11:10,14,4,1.4,35,57.1
Johnny Gaudreau,27,CGY,LW,56,755,672,52.9,0.0,579,517,52.8,0.4,9.7,90.2,99.9,60.0,40.0,18:25,14:50,23,59,6.8,197,56.9
Frederik Gauthier,25,ARI,C,2,5,17,22.7,-21.9,3,12,20.0,-18.8,0.0,100.0,100.0,37.5,62.5,6:45,6:45,0,0,-0.6,1,100.0
Julien Gauthier,23,NYR,RW,30,222,261,46.0,-2.1,169,191,46.9,-0.4,8.9,88.1,97.0,47.0,53.0,9:39,9:24,5,9,-0.3,56,67.9
Vladislav Gavrikov,25,CBJ,D,55,692,895,43.6,-4.2,536,660,44.8,-3.0,7.3,90.6,97.8,36.9,63.1,19:24,17:22,17,17,-8.1,102,47.1
Glenn Gawdin,23,CGY,C,7,37,42,46.8,-6.1,26,33,44.1,-8.3,5.0,90.0,95.0,71.0,29.0,6:55,6:44,3,0,-0.1,5,20.0
Morgan Geekie,22,CAR,C,36,279,243,53.4,0.1,209,184,53.2,0.1,7.6,92.5,100.1,56.7,43.3,9:47,8:37,5,7,-1.1,57,52.6
Nathan Gerbe,33,CBJ,C,9,60,60,50.0,3.2,44,44,50.0,2.9,5.4,90.9,96.3,48.5,51.5,11:07,9:43,2,1,0.1,14,64.3
Timothy Gettinger,22,NYR,LW,2,9,18,33.3,2.9,6,16,27.3,-4.7,0.0,83.3,83.3,27.8,72.2,11:43,11:22,1,0,-0.5,2,100.0
Ryan Getzlaf,35,ANA,C,48,619,565,52.3,4.3,440,419,51.2,4.0,8.3,87.7,96.0,52.8,47.2,16:35,14:06,24,40,0.3,133,52.6
Dennis Gilbert,24,COL,D,3,13,14,48.1,-3.0,10,8,55.6,5.6,0.0,100.0,100.0,44.4,55.6,6:43,6:00,0,0,0.5,1,0.0
Mark Giordano,37,CGY,D,56,901,774,53.8,1.3,675,563,54.5,3.0,10.3,90.2,100.5,51.9,48.1,22:57,17:23,21,41,3.8,306,46.4
Samuel Girard,22,COL,D,48,1002,661,60.3,2.1,726,486,59.9,2.2,9.1,90.1,99.2,61.2,38.8,23:13,19:31,14,32,18.8,186,42.5
Claude Giroux,33,PHI,C/LW,54,792,594,57.1,6.7,594,460,56.4,6.2,11.4,85.8,97.2,50.1,49.9,18:06,14:44,19,16,3.0,211,56.9
Cody Glass,21,VEG,C,27,272,265,50.7,-2.9,179,176,50.4,-2.3,10.0,95.5,105.5,49.1,50.9,14:32,12:09,11,6,-0.9,55,50.9
Luke Glendening,31,DET,C,54,479,604,44.2,-1.8,363,441,45.1,-0.6,10.6,92.9,103.4,32.0,68.0,14:48,12:15,10,7,-5.3,110,60.9
Alex Goligoski,35,ARI,D,56,910,977,48.2,-0.7,677,723,48.4,-0.4,11.1,89.9,101.0,50.3,49.7,23:00,19:04,14,33,-7.6,157,45.9
Barclay Goodrow,27,TBL,RW,55,624,504,55.3,4.4,486,385,55.8,5.0,10.5,92.2,102.7,46.2,53.8,15:07,12:33,16,12,5.1,104,69.2
Shayne Gostisbehere,27,PHI,D,41,623,568,52.3,-1.1,466,435,51.7,-1.1,10.4,88.4,98.9,55.8,44.2,19:56,17:06,10,24,2.4,189,45.0
Yanni Gourde,29,TBL,C,56,719,575,55.6,4.9,554,448,55.3,4.5,10.5,90.9,101.4,48.8,51.2,17:04,13:43,18,13,3.7,182,64.8
Mikael Granlund,28,NSH,C,51,670,684,49.5,-0.7,521,528,49.7,-1.4,9.3,91.4,100.7,54.3,45.7,19:28,14:40,23,27,-0.1,134,55.2
Derek Grant,30,ANA,C,46,403,567,41.5,-8.2,297,416,41.7,-6.7,10.9,90.8,101.7,37.2,62.8,14:34,11:41,9,12,-10.3,122,54.1
Tyler Graovac,27,VAN,C,14,92,140,39.7,-6.9,70,108,39.3,-7.4,7.5,90.9,98.5,48.4,51.6,9:44,9:08,6,3,-0.5,26,65.4
Ryan Graves,25,COL,D,54,877,651,57.4,-1.6,630,483,56.6,-2.0,10.0,92.0,101.9,47.9,52.1,19:03,15:39,18,24,10.1,226,44.7
Andy Greene,38,NYI,D,55,684,781,46.7,-2.8,511,564,47.5,-2.7,8.2,94.3,102.4,55.8,44.2,17:35,15:37,6,19,-1.0,125,40.0
Jordan Greenway,23,MIN,LW,56,581,749,43.7,-3.6,454,557,44.9,-3.4,11.5,90.6,102.1,41.8,58.2,15:48,14:05,16,18,1.3,142,56.3
A.J. Greer,24,NJD,LW,1,3,15,16.7,-30.7,3,13,18.8,-22.9,,100.0,,33.3,66.7,8:33,8:33,0,0,-1.3,0,
Noah Gregor,22,SJS,C,30,269,363,42.6,-5.9,207,273,43.1,-5.9,5.2,87.8,93.0,45.9,54.1,11:43,11:05,11,6,-4.8,98,61.2
Mikhail Grigorenko,26,CBJ,C,32,330,397,45.4,-0.7,258,310,45.4,-1.1,8.5,91.9,100.5,52.0,48.0,13:45,12:52,10,8,-4.4,68,52.9
Rocco Grimaldi,27,NSH,C,40,411,423,49.3,-1.1,315,335,48.5,-3.1,7.8,92.0,99.8,52.5,47.5,12:49,12:00,17,11,-5.2,112,55.4
